vulnerability_id,file_path,cwe_id,fix_commit_hash,original_commit_hash,vulnerability_type,evaluation_result,evaluation_details,detected_line_numbers,created_at,repository,source_tool
commit-f22e833a2bedce23b4fcea6455b7797df9792223,tensorflow/tools/api/golden/v1/tensorflow.layers.-batch-normalization.pbtxt,CWE-502,0f371719b10617d6f7da6622c345aa3b7b00175e,f22e833a2bedce23b4fcea6455b7797df9792223,deserialization,FN,Missed vulnerability: CWE CWE-502,,2025-05-14 16:32:01,tensorflow_security_analysis,gpt-4
commit-f27e37b646b12b731d4cabbc8d072447b6dac7e8,third_party/xla/xla/python/profiler.cc,CWE-502,03850ed22ff4ea3f3325b82698dd1e311f7146cb,f27e37b646b12b731d4cabbc8d072447b6dac7e8,deserialization,FN,Missed vulnerability: CWE CWE-502,,2025-05-14 16:32:08,tensorflow_security_analysis,gpt-4
commit-f38eea2aec56f7cdbee11d354e5753a097943c94,tensorflow/compiler/xla/service/gpu/cusolver_rewriter.cc,CWE-252,e2cbc486f8c87816f1fa9c428b043d19d00899c0,f38eea2aec56f7cdbee11d354e5753a097943c94,,FP,"False positive: AI reported CWE-252, expected CWE-664","[75,75]",2025-05-14 16:32:26,tensorflow_security_analysis,gpt-4
commit-f3919b99b1e0f8f3efe7634a43731e1dd9c220a0,tensorflow/python/saved_model/function_deserialization.py,CWE-502,4da00100a47d84c48ead8ebd0d27f686d6bd4c37,f3919b99b1e0f8f3efe7634a43731e1dd9c220a0,deserialization,FN,Missed vulnerability: CWE CWE-502,,2025-05-14 16:32:29,tensorflow_security_analysis,gpt-4
commit-f3e7ae3965c3c2e3e5dfb7d89c4f672a636f53e2,tensorflow/core/kernels/data/BUILD,CWE-502,d0fd0aea2e35cb493ab166774265418b8862f0d2,f3e7ae3965c3c2e3e5dfb7d89c4f672a636f53e2,deserialization,FN,Missed vulnerability: CWE CWE-502,,2025-05-14 16:32:36,tensorflow_security_analysis,gpt-4
commit-f4c35ee538b52153ea34e6133f9004519f0f59b2,tensorflow/compiler/mlir/tfrt/transforms/ifrt/testdata/xla_call_host_callback.mlir,CWE-117,c391a3299dc40c40db47fe36f45fd4229607b89c,f4c35ee538b52153ea34e6133f9004519f0f59b2,deserialization,FP,"False positive: AI reported CWE-117, expected CWE-502","[16,16]",2025-05-14 16:32:49,tensorflow_security_analysis,gpt-4
commit-f679cb4c61b0e4f1268cd8ccfc83753bb6b4c202,tensorflow/compiler/xla/pjrt/BUILD,CWE-362,2f1a31a27ea0a21e421e77a957cfd573973f2a65,f679cb4c61b0e4f1268cd8ccfc83753bb6b4c202,racescondition,FN,Missed vulnerability: CWE CWE-362,,2025-05-14 16:32:55,tensorflow_security_analysis,gpt-4
commit-f7227a6ff131b2470e02231fb5238606926b9c1d,tensorflow/python/data/experimental/kernel_tests/service/distributed_save_load_ft_test.py,CWE-362,a099073ecfe5864df11679c3927d7bbe3150c8e3,f7227a6ff131b2470e02231fb5238606926b9c1d,racescondition,FN,Missed vulnerability: CWE CWE-362,,2025-05-14 16:33:00,tensorflow_security_analysis,gpt-4
commit-f7365b58bb433f4da2fec20d1af95879ae39be25,tensorflow/core/kernels/data/multi_device_iterator_ops.cc,CWE-362,c04fc7ea4bda1435a766785092126b6d7034b92f,f7365b58bb433f4da2fec20d1af95879ae39be25,racescondition,TP,Correctly detected vulnerability (CWE CWE-362),"[198,215]",2025-05-14 16:33:19,tensorflow_security_analysis,gpt-4
commit-f76fd43898bef35be09c41987cae31d0e2b7b9dd,tensorflow/lite/kernels/internal/types.h,CWE-120,8ee24e7949a203d234489f9da2c5bf45a7d5157d,f76fd43898bef35be09c41987cae31d0e2b7b9dd,buffersoverflow,FN,Missed vulnerability: CWE CWE-120,,2025-05-14 16:33:25,tensorflow_security_analysis,gpt-4
commit-f7918e1dcd5b0c1f8114f488fc35a63a81e94535,tensorflow/python/training/input.py,CWE-918,c9eb57fe7675f353e1366fd045b28a283b9676f6,f7918e1dcd5b0c1f8114f488fc35a63a81e94535,deserialization,FP,"False positive: AI reported CWE-918, expected CWE-502","[1,366]",2025-05-14 16:33:39,tensorflow_security_analysis,gpt-4
commit-f833f2f9f055b8e1395bd9405b7dda2dfd9855f7,third_party/xla/xla/pjrt/BUILD,CWE-502,9e0b776952de3071cafe0bb20b637fbf88c2989e,f833f2f9f055b8e1395bd9405b7dda2dfd9855f7,deserialization,FN,Missed vulnerability: CWE CWE-502,,2025-05-14 16:33:47,tensorflow_security_analysis,gpt-4
commit-f8347ceebbad0e06552633fcdf8e63f52246ba62,tensorflow/core/distributed_runtime/server_lib.h,CWE-362,86b3c0b640392d5a0691515392a9b4127963d20c,f8347ceebbad0e06552633fcdf8e63f52246ba62,racescondition,FN,Missed vulnerability: CWE CWE-362,,2025-05-14 16:33:52,tensorflow_security_analysis,gpt-4
commit-f86b96d87b56f46c6d56ed81f9dbb6e78f77fc2d,lib/Transforms/LoopTiling.cpp,CWE-369,bbc71ba46b03d2e06cfb9f7e845bdb289c4c3a83,f86b96d87b56f46c6d56ed81f9dbb6e78f77fc2d,,FN,Missed vulnerability: CWE CWE-369,,2025-05-14 16:33:56,tensorflow_security_analysis,gpt-4
commit-f8ba03dfd976278a605e53ac741210fbab14c7ae,tensorflow/core/kernels/conv_grad_ops_3d.cc,CWE-502,883a3a1ba63812687f4d903e1ba49bb48661001e,f8ba03dfd976278a605e53ac741210fbab14c7ae,deserialization,FN,Missed vulnerability: CWE CWE-502,,2025-05-14 16:34:12,tensorflow_security_analysis,gpt-4
commit-fa19f2f86d2ba53fdea895efbcc372d87d037008,tensorflow/python/debug/lib/debug_data.py,CWE-362,525b0f05839779e40d0ca9cc2967a3886b6a0f4d,fa19f2f86d2ba53fdea895efbcc372d87d037008,racescondition,FN,Missed vulnerability: CWE CWE-362,,2025-05-14 16:34:18,tensorflow_security_analysis,gpt-4
commit-fa1d92f70adf52d9258384e8528f9a7203a141dd,tensorflow/compiler/xla/service/hlo_computation.h,CWE-502,c07b719ab030c46f19c8e5cdd92730eaec38a8fb,fa1d92f70adf52d9258384e8528f9a7203a141dd,deserialization,FN,Missed vulnerability: CWE CWE-502,,2025-05-14 16:34:22,tensorflow_security_analysis,gpt-4
commit-fb32792881f068df48f13e4d3367f467ec020777,tensorflow/core/distributed_runtime/BUILD,CWE-362,86b3c0b640392d5a0691515392a9b4127963d20c,fb32792881f068df48f13e4d3367f467ec020777,racescondition,FN,Missed vulnerability: CWE CWE-362,,2025-05-14 16:34:33,tensorflow_security_analysis,gpt-4
commit-fbb9d4ea863c051ac6748d95166c321fe4bc7cdf,tensorflow/python/keras/BUILD,CWE-502,0f371719b10617d6f7da6622c345aa3b7b00175e,fbb9d4ea863c051ac6748d95166c321fe4bc7cdf,deserialization,FN,Missed vulnerability: CWE CWE-502,,2025-05-14 16:34:41,tensorflow_security_analysis,gpt-4
commit-fbe587c4c05d30a87712d5f23fe2112a6ab4330f,tensorflow/core/tfrt/saved_model/saved_model.cc,CWE-502,23e1e06854bc89b01d053a4145bb1eca364572c6,fbe587c4c05d30a87712d5f23fe2112a6ab4330f,deserialization,FN,Missed vulnerability: CWE CWE-502,,2025-05-14 16:34:49,tensorflow_security_analysis,gpt-4
commit-fc4d04406900e07de33be77d1a128d58eda2d580,tensorflow/python/saved_model/save.py,CWE-502,610b72692feba13655ec4680a9806d09127d83d2,fc4d04406900e07de33be77d1a128d58eda2d580,deserialization,FN,Missed vulnerability: CWE CWE-502,,2025-05-14 16:34:55,tensorflow_security_analysis,gpt-4
commit-fc8840beeed935cca32087475c7ad0267195feab,tensorflow/core/data/service/snapshot/BUILD,CWE-362,3ac48c8d5c36dd40db805dfe4694487d8b26ad8d,fc8840beeed935cca32087475c7ad0267195feab,racescondition,FN,Missed vulnerability: CWE CWE-362,,2025-05-14 16:35:00,tensorflow_security_analysis,gpt-4
commit-fc92f6956e433673bb5f74251216b20f5afe94aa,third_party/xla/xla/stream_executor/dnn.h,CWE-502,c33c39a91736858f73e3ce35f2259c379c66773c,fc92f6956e433673bb5f74251216b20f5afe94aa,deserialization,FN,Missed vulnerability: CWE CWE-502,,2025-05-14 16:35:06,tensorflow_security_analysis,gpt-4
commit-fceded98095d7ea7c4fba5442ac64d4fa505702f,tensorflow/python/keras/engine/base_layer.py,CWE-502,076ac2e8e0ad09feb8272931c2b7d94823311382,fceded98095d7ea7c4fba5442ac64d4fa505702f,deserialization,FN,Missed vulnerability: CWE CWE-502,,2025-05-14 16:37:08,tensorflow_security_analysis,gpt-4
commit-fd85d42d5d8203b4ce17c2825fd003411c78fbe6,tensorflow/python/ops/hidden_ops.txt,CWE-502,f88cd9195589e41f011c68995d61d760dc2e1a83,fd85d42d5d8203b4ce17c2825fd003411c78fbe6,deserialization,FN,Missed vulnerability: CWE CWE-502,,2025-05-14 16:37:12,tensorflow_security_analysis,gpt-4
commit-fd8e184a6169c708bddce9e6cb34f70d3bb2d7f6,tensorflow/python/data/experimental/kernel_tests/service/distributed_save_test.py,CWE-362,254f993c51ea8c503082b66777bdffb43199509d,fd8e184a6169c708bddce9e6cb34f70d3bb2d7f6,racescondition,FN,Missed vulnerability: CWE CWE-362,,2025-05-14 16:37:19,tensorflow_security_analysis,gpt-4
commit-fdf4ad4c35e925bf3d944dac5b91efcc64b2c8b3,tensorflow/core/kernels/pack_op.cc,CWE-787,f88cd9195589e41f011c68995d61d760dc2e1a83,fdf4ad4c35e925bf3d944dac5b91efcc64b2c8b3,deserialization,FP,"False positive: AI reported CWE-787, expected CWE-502",[75],2025-05-14 16:37:32,tensorflow_security_analysis,gpt-4
commit-fe056f0b5e52db86766761f5e6446a89c1aa3938,tensorflow/tensorflow.bzl,CWE-697,5c9f4f8973d0958d13e30be574f9403df43b87d7,fe056f0b5e52db86766761f5e6446a89c1aa3938,,FN,Missed vulnerability: CWE CWE-697,,2025-05-14 16:37:36,tensorflow_security_analysis,gpt-4
commit-fe06787177c93c2fb2ec1000593bbbc9672d961e,tensorflow/compiler/xla/python/ifrt/BUILD,CWE-502,45829c3e1fcdcf71c2bd59d44409d388d9d9ab23,fe06787177c93c2fb2ec1000593bbbc9672d961e,deserialization,FN,Missed vulnerability: CWE CWE-502,,2025-05-14 16:37:43,tensorflow_security_analysis,gpt-4
commit-fe33f393b86904913898d25c5fd7f263058ed5a6,tensorflow/core/distributed_runtime/eager/eager_service_impl_test.cc,CWE-362,7910da08adf6ecbd6df4907b061252d77847ffff,fe33f393b86904913898d25c5fd7f263058ed5a6,racescondition,FN,Missed vulnerability: CWE CWE-362,,2025-05-14 16:37:49,tensorflow_security_analysis,gpt-4
commit-fe3bd66099d6e27bf45dabbe7f4cc34276194fc3,tensorflow/core/kernels/conv_ops_3d.cc,CWE-502,883a3a1ba63812687f4d903e1ba49bb48661001e,fe3bd66099d6e27bf45dabbe7f4cc34276194fc3,deserialization,FN,Missed vulnerability: CWE CWE-502,,2025-05-14 16:37:54,tensorflow_security_analysis,gpt-4
commit-fe4aad10960e3a0461e106436703958e342c88e8,tensorflow/compiler/mlir/tensorflow/transforms/passes.h,CWE-362,f9302f480c9c1c39b385755bc17297b5edaa5ed0,fe4aad10960e3a0461e106436703958e342c88e8,racescondition,FN,Missed vulnerability: CWE CWE-362,,2025-05-14 16:37:59,tensorflow_security_analysis,gpt-4
commit-fe4dd168744b39daca4761d5e6ccf5c93458f023,tensorflow/core/kernels/training_op_helpers.h,CWE-362,806ccc2cf778407edacfc78bb864a3be01033f06,fe4dd168744b39daca4761d5e6ccf5c93458f023,racescondition,FN,Missed vulnerability: CWE CWE-362,,2025-05-14 16:38:04,tensorflow_security_analysis,gpt-4
commit-fe8406149feec453250905965a14285465cd2063,tensorflow/compiler/xla/service/hlo_instruction.h,CWE-502,c07b719ab030c46f19c8e5cdd92730eaec38a8fb,fe8406149feec453250905965a14285465cd2063,deserialization,FN,Missed vulnerability: CWE CWE-502,,2025-05-14 16:38:09,tensorflow_security_analysis,gpt-4
commit-fec769a899962e2b4792041b4b6baf80b30111c6,tensorflow/python/keras/optimizer_v2/optimizer_v2.py,CWE-502,8cfbcc53cf2b277f7c99d19650e856a30fc5a336,fec769a899962e2b4792041b4b6baf80b30111c6,deserialization,FN,Missed vulnerability: CWE CWE-502,,2025-05-14 16:38:16,tensorflow_security_analysis,gpt-4
commit-fed1cf9bc0d107eaa028bc6c375f750404ede5f0,tensorflow/core/distributed_runtime/rpc/grpc_server_lib.cc,CWE-362,7910da08adf6ecbd6df4907b061252d77847ffff,fed1cf9bc0d107eaa028bc6c375f750404ede5f0,racescondition,FN,Missed vulnerability: CWE CWE-362,,2025-05-14 16:38:22,tensorflow_security_analysis,gpt-4
commit-fee881376914381062deb767759d144d0f07d760,tensorflow/compiler/mlir/quantization/tensorflow/python/BUILD,CWE-502,5f7a14ffdbe60a3c41c1ad3e2125840c8d08c6c5,fee881376914381062deb767759d144d0f07d760,deserialization,FN,Missed vulnerability: CWE CWE-502,,2025-05-14 16:38:29,tensorflow_security_analysis,gpt-4
commit-ff81112eeb0677aa9364f528bb8378e053b6c104,third_party/xla/third_party/triton/temporary/series.bzl,CWE-362,3995a7e53ec766ac3475b87ab7fcfa6ec47d7f89,ff81112eeb0677aa9364f528bb8378e053b6c104,racescondition,FN,Missed vulnerability: CWE CWE-362,,2025-05-14 16:38:34,tensorflow_security_analysis,gpt-4
commit-ff93129764edff1688fdefd30f6a673a8a91d4c1,tensorflow/core/common_runtime/eager/BUILD,CWE-362,7fcb746bc98b8b10042aca8c415e6619e981ac61,ff93129764edff1688fdefd30f6a673a8a91d4c1,racescondition,FN,Missed vulnerability: CWE CWE-362,,2025-05-14 16:38:40,tensorflow_security_analysis,gpt-4
commit-ffc9481e26021b6442e050dbe82dd1a6cd220204,tensorflow/python/BUILD,CWE-502,e62dc433fcce833313b4174e20fc24c418593d27,ffc9481e26021b6442e050dbe82dd1a6cd220204,deserialization,FN,Missed vulnerability: CWE CWE-502,,2025-05-14 16:38:46,tensorflow_security_analysis,gpt-4
commit-ffcafbeaac2a67c7dc9c957b9445026db42b22f8,tensorflow/python/saved_model/BUILD,CWE-502,59e882af21831eea9e24d74c9af4242cc1514c6e,ffcafbeaac2a67c7dc9c957b9445026db42b22f8,deserialization,FN,Missed vulnerability: CWE CWE-502,,2025-05-14 16:38:53,tensorflow_security_analysis,gpt-4
commit-ffe5249f13bb7eb7db435c8ca6a76f7b00cd2742,tensorflow/core/kernels/conv_ops.cc,CWE-120,883a3a1ba63812687f4d903e1ba49bb48661001e,ffe5249f13bb7eb7db435c8ca6a76f7b00cd2742,deserialization,FP,"False positive: AI reported CWE-120, expected CWE-502","[1,300]",2025-05-14 16:39:11,tensorflow_security_analysis,gpt-4
commit-e0a6ef2b9e6f1df8c5e71efab6182b7cf662d18d,packages/vite/package.json,CWE-833,fd9de0473e075c8d69bb3a8867ab15300506e67b,e0a6ef2b9e6f1df8c5e71efab6182b7cf662d18d,,FN,Missed vulnerability: CWE CWE-833,,2025-05-14 20:16:56,vite_security_analysis,gpt-4
commit-eb9b374e0f4c9dd1939a9d16ac5d252868b9001b,package.json,CWE-79,ea1d0b9af9b28b57166d4ca67bece21650221a04,eb9b374e0f4c9dd1939a9d16ac5d252868b9001b,XSScross-ssitesscripting,FN,Missed vulnerability: CWE CWE-79,,2025-05-14 20:17:02,vite_security_analysis,gpt-4
commit-fbf7ab40a81f92e474f924a6d3fcdabf107ff1ac,packages/vite/package.json,CWE-79,ea1d0b9af9b28b57166d4ca67bece21650221a04,fbf7ab40a81f92e474f924a6d3fcdabf107ff1ac,XSScross-ssitesscripting,FN,Missed vulnerability: CWE CWE-79,,2025-05-14 20:17:06,vite_security_analysis,gpt-4
commit-ffedc06cab6357fe8857a2bc432d57adef3c34d3,packages/vite/src/node/plugins/importAnalysis.ts,CWE-79,ea1d0b9af9b28b57166d4ca67bece21650221a04,ffedc06cab6357fe8857a2bc432d57adef3c34d3,XSScross-ssitesscripting,FN,Missed vulnerability: CWE CWE-79,,2025-05-14 20:17:11,vite_security_analysis,gpt-4
